entrez_id	obsolete_entrez_id	obsolete_symbol
-	166517	LOC166517
-	166518	LOC166518
-	166519	LOC166519
-	166520	LOC166520
-	166521	LOC166521
-	166522	LOC166522
-	166523	LOC166523
-	166524	LOC166524
-	166525	LOC166525
-	166526	LOC166526
-	166527	LOC166527
-	166528	LOC166528
-	166529	LOC166529
-	166530	LOC166530
-	166531	LOC166531
-	166532	LOC166532
-	166533	LOC166533
-	166534	LOC166534
-	166535	LOC166535
-	166536	LOC166536
-	166537	LOC166537
-	166538	LOC166538
-	166539	LOC166539
-	166540	LOC166540
-	166541	LOC166541
-	166542	LOC166542
-	166543	LOC166543
-	166544	LOC166544
-	166545	LOC166545
-	166546	LOC166546
-	166547	LOC166547
-	166548	LOC166548
-	166549	LOC166549
-	166550	LOC166550
-	166551	LOC166551
-	166552	LOC166552
-	166553	LOC166553
-	166554	LOC166554
-	166555	LOC166555
-	166556	LOC166556
-	166557	LOC166557
-	166558	LOC166558
-	166559	LOC166559
-	166560	LOC166560
-	166561	LOC166561
-	166562	LOC166562
-	166563	LOC166563
-	166564	LOC166564
-	166565	LOC166565
-	166566	LOC166566
-	166567	LOC166567
-	166568	LOC166568
-	166569	LOC166569
-	166570	LOC166570
-	166571	LOC166571
-	166572	LOC166572
-	166573	LOC166573
-	166574	LOC166574
-	166575	LOC166575
-	166576	LOC166576
-	166577	LOC166577
-	166578	LOC166578
-	166579	LOC166579
-	166580	LOC166580
-	166581	LOC166581
-	166582	LOC166582
-	166583	LOC166583
-	166584	LOC166584
-	166585	LOC166585
-	166586	LOC166586
-	166587	LOC166587
-	166588	LOC166588
-	166589	LOC166589
-	166590	LOC166590
-	166591	LOC166591
-	166592	LOC166592
-	166593	LOC166593
-	166594	LOC166594
-	166595	LOC166595
-	166596	LOC166596
-	166597	LOC166597
-	166598	LOC166598
-	166599	LOC166599
-	166600	LOC166600
-	166601	LOC166601
-	166602	LOC166602
-	166603	LOC166603
-	166604	LOC166604
-	166605	LOC166605
-	166606	LOC166606
-	166607	LOC166607
-	166608	LOC166608
-	166609	LOC166609
-	166610	LOC166610
-	166611	LOC166611
-	166612	LOC166612
-	166613	LOC166613
-	166615	LOC166615
-	166616	LOC166616
-	166617	LOC166617
-	166618	LOC166618
-	166619	LOC166619
-	166620	LOC166620
-	166621	LOC166621
-	166622	LOC166622
-	166623	LOC166623
-	166624	LOC166624
-	166625	LOC166625
-	166626	LOC166626
-	166627	LOC166627
-	166628	LOC166628
-	166629	LOC166629
-	166630	LOC166630
-	166631	LOC166631
-	166632	LOC166632
-	166633	LOC166633
-	166634	LOC166634
-	166635	LOC166635
-	166636	LOC166636
-	166637	LOC166637
-	166638	LOC166638
-	166639	LOC166639
-	166640	LOC166640
-	166641	LOC166641
-	166642	LOC166642
-	166643	LOC166643
-	166644	LOC166644
-	166645	LOC166645
-	166646	LOC166646
-	166648	LOC166648
-	166649	LOC166649
-	166650	LOC166650
-	166651	LOC166651
-	166652	LOC166652
-	166653	LOC166653
-	166654	LOC166654
-	166656	LOC166656
391714	166657	LOC166657
-	166658	LOC166658
-	166659	LOC166659
-	166660	LOC166660
-	166661	LOC166661
-	166662	LOC166662
-	166663	LOC166663
-	166664	LOC166664
-	166665	LOC166665
-	166666	LOC166666
-	166667	LOC166667
-	166668	LOC166668
-	166669	LOC166669
-	166670	LOC166670
-	166671	LOC166671
-	166672	LOC166672
-	166673	LOC166673
-	166674	LOC166674
-	166675	LOC166675
-	166676	LOC166676
-	166677	LOC166677
-	166678	LOC166678
-	166679	LOC166679
-	166680	LOC166680
-	166681	LOC166681
-	166682	LOC166682
-	166683	LOC166683
-	166684	LOC166684
-	166685	LOC166685
-	166686	LOC166686
-	166687	LOC166687
-	166688	LOC166688
-	166689	LOC166689
-	166690	LOC166690
-	166691	LOC166691
-	166692	LOC166692
-	166693	LOC166693
-	166694	LOC166694
-	166695	LOC166695
-	166696	LOC166696
-	166697	LOC166697
-	166698	LOC166698
-	166699	LOC166699
-	166700	LOC166700
-	166701	LOC166701
-	166702	LOC166702
-	166703	LOC166703
-	166704	LOC166704
-	166705	LOC166705
-	166706	LOC166706
-	166707	LOC166707
-	166708	LOC166708
-	166709	LOC166709
-	166710	LOC166710
-	166711	LOC166711
-	166712	LOC166712
-	166713	LOC166713
-	166714	LOC166714
-	166715	LOC166715
-	166716	LOC166716
-	166717	LOC166717
-	166718	LOC166718
-	166719	LOC166719
-	166720	LOC166720
-	166721	LOC166721
-	166722	LOC166722
-	166723	LOC166723
-	166724	LOC166724
-	166725	LOC166725
-	166726	LOC166726
-	166727	LOC166727
-	166728	LOC166728
-	166729	LOC166729
-	166730	LOC166730
-	166731	LOC166731
-	166732	LOC166732
-	166733	LOC166733
-	166734	LOC166734
-	166735	LOC166735
-	166736	LOC166736
-	166737	LOC166737
-	166738	LOC166738
-	166739	LOC166739
-	166740	LOC166740
-	166741	LOC166741
-	166742	LOC166742
-	166743	LOC166743
-	166744	LOC166744
-	166745	LOC166745
-	166746	LOC166746
-	166747	LOC166747
-	166748	LOC166748
-	166749	LOC166749
-	166750	LOC166750
-	166751	LOC166751
-	166753	LOC166753
-	166754	LOC166754
-	166755	LOC166755
-	166756	LOC166756
-	166757	LOC166757
-	166758	LOC166758
-	166759	LOC166759
-	166760	LOC166760
-	166761	LOC166761
-	166762	LOC166762
-	166763	LOC166763
-	166764	LOC166764
2565	166765	LOC166765
-	166766	LOC166766
-	166767	LOC166767
-	166768	LOC166768
-	166769	LOC166769
-	166770	LOC166770
-	166771	LOC166771
-	166772	LOC166772
-	166773	LOC166773
-	166774	LOC166774
-	166775	LOC166775
-	166776	LOC166776
-	166777	LOC166777
-	166778	LOC166778
-	166779	LOC166779
-	166780	LOC166780
-	166781	LOC166781
-	166782	LOC166782
-	166783	LOC166783
-	166784	LOC166784
-	166786	LOC166786
-	166787	LOC166787
-	166788	LOC166788
-	166789	LOC166789
-	166790	LOC166790
-	166791	LOC166791
-	166792	LOC166792
-	166794	LOC166794
-	166795	LOC166795
-	166796	LOC166796
-	166797	LOC166797
-	166798	LOC166798
-	166799	LOC166799
-	166800	LOC166800
-	166801	LOC166801
-	166802	LOC166802
-	166803	LOC166803
-	166804	LOC166804
-	166805	LOC166805
-	166806	LOC166806
-	166807	LOC166807
-	166808	LOC166808
-	166809	LOC166809
-	166810	LOC166810
-	166811	LOC166811
-	166812	LOC166812
-	166813	LOC166813
-	166814	LOC166814
-	166816	LOC166816
-	166817	LOC166817
-	166818	LOC166818
-	166819	LOC166819
-	166820	LOC166820
-	166821	LOC166821
-	166822	LOC166822
-	166823	LOC166823
-	166825	LOC166825
-	166826	LOC166826
-	166827	LOC166827
-	166828	LOC166828
-	166829	LOC166829
-	166830	LOC166830
-	166831	LOC166831
-	166832	LOC166832
-	166833	LOC166833
-	166834	LOC166834
-	166835	LOC166835
-	166836	LOC166836
-	166837	LOC166837
-	166838	LOC166838
-	166839	LOC166839
-	166840	LOC166840
-	166841	LOC166841
-	166842	LOC166842
-	166843	LOC166843
-	166844	LOC166844
-	166845	LOC166845
-	166846	LOC166846
-	166847	LOC166847
-	166848	LOC166848
-	166849	LOC166849
-	166850	LOC166850
-	166851	LOC166851
-	166852	LOC166852
-	166853	LOC166853
-	166854	LOC166854
-	166855	LOC166855
-	166856	LOC166856
-	166857	LOC166857
-	166858	LOC166858
-	166859	LOC166859
-	166860	LOC166860
-	166861	LOC166861
-	166862	LOC166862
-	166864	LOC166864
-	166865	LOC166865
-	166866	LOC166866
-	166867	LOC166867
-	166868	LOC166868
-	166869	LOC166869
-	166870	LOC166870
-	166871	LOC166871
-	166872	LOC166872
-	166873	LOC166873
-	166874	LOC166874
-	166875	LOC166875
-	166876	LOC166876
-	166877	LOC166877
-	166878	LOC166878
-	166879	LOC166879
-	166880	LOC166880
-	166881	LOC166881
-	166882	LOC166882
-	166883	LOC166883
-	166884	LOC166884
-	166885	LOC166885
-	166886	LOC166886
-	166887	LOC166887
-	166888	LOC166888
-	166889	LOC166889
-	166890	LOC166890
-	166891	LOC166891
-	166892	LOC166892
-	166893	LOC166893
-	166894	LOC166894
-	166895	LOC166895
-	166896	LOC166896
-	166897	LOC166897
-	166898	LOC166898
-	166899	LOC166899
-	166900	LOC166900
-	166901	LOC166901
-	166902	LOC166902
-	166903	LOC166903
-	166904	LOC166904
-	166905	LOC166905
-	166906	LOC166906
-	166907	LOC166907
645104	166908	LOC166908
-	166909	LOC166909
-	166910	LOC166910
-	166911	LOC166911
-	166912	LOC166912
-	166913	LOC166913
-	166914	LOC166914
-	166915	LOC166915
-	166916	LOC166916
-	166917	LOC166917
-	166918	LOC166918
-	166919	LOC166919
-	166920	LOC166920
-	166921	LOC166921
-	166922	LOC166922
-	166923	LOC166923
-	166924	LOC166924
-	166925	LOC166925
-	166926	LOC166926
-	166927	LOC166927
-	166928	LOC166928
-	166930	LOC166930
-	166931	LOC166931
-	166932	LOC166932
-	166933	LOC166933
-	166934	LOC166934
-	166935	LOC166935
-	166936	LOC166936
-	166937	LOC166937
-	166938	LOC166938
-	166939	LOC166939
-	166940	LOC166940
-	166941	LOC166941
-	166942	LOC166942
-	166943	LOC166943
-	166944	LOC166944
-	166945	LOC166945
-	166946	LOC166946
-	166947	LOC166947
-	166948	LOC166948
-	166949	LOC166949
-	166950	LOC166950
-	166951	LOC166951
-	166952	LOC166952
-	166953	LOC166953
-	166954	LOC166954
-	166955	LOC166955
-	166956	LOC166956
-	166957	LOC166957
-	166958	LOC166958
-	166959	LOC166959
-	166960	LOC166960
-	166961	LOC166961
-	166962	LOC166962
-	166963	LOC166963
-	166964	LOC166964
-	166965	LOC166965
-	166966	LOC166966
-	166967	LOC166967
-	166969	LOC166969
-	166970	LOC166970
-	166971	LOC166971
-	166972	LOC166972
-	166973	LOC166973
-	166974	LOC166974
-	166975	LOC166975
-	166976	LOC166976
-	166977	LOC166977
-	166978	LOC166978
-	166980	LOC166980
-	166981	LOC166981
-	166982	LOC166982
-	166983	LOC166983
-	166984	LOC166984
-	166985	LOC166985
-	166986	LOC166986
-	166987	LOC166987
-	166988	LOC166988
-	166989	LOC166989
-	166990	LOC166990
-	166991	LOC166991
-	166992	LOC166992
-	166993	LOC166993
-	166994	LOC166994
-	166995	LOC166995
-	166996	LOC166996
-	166997	LOC166997
-	166998	LOC166998
-	166999	LOC166999
-	167000	LOC167000
-	167001	LOC167001
-	167002	LOC167002
-	167003	LOC167003
-	167004	LOC167004
-	167005	LOC167005
-	167006	LOC167006
-	167007	LOC167007
-	167008	LOC167008
-	167009	LOC167009
-	167010	LOC167010
94033	167011	LOC167011
-	167012	LOC167012
-	167013	LOC167013
-	167014	LOC167014
-	167015	LOC167015
-	167016	LOC167016
-	167017	LOC167017
-	167018	LOC167018
-	167019	LOC167019
-	167020	LOC167020
-	167021	LOC167021
-	167022	LOC167022
-	167023	LOC167023
-	167024	LOC167024
-	167025	LOC167025
-	167026	LOC167026
-	167027	LOC167027
-	167028	LOC167028
-	167029	LOC167029
-	167030	LOC167030
-	167031	LOC167031
-	167032	LOC167032
-	167033	LOC167033
-	167034	LOC167034
-	167035	LOC167035
-	167036	LOC167036
-	167037	LOC167037
-	167038	LOC167038
-	167039	LOC167039
-	167040	LOC167040
-	167041	LOC167041
-	167042	LOC167042
-	167043	LOC167043
-	167044	LOC167044
-	167045	LOC167045
-	167046	LOC167046
-	167047	LOC167047
-	167048	LOC167048
-	167049	LOC167049
-	167050	LOC167050
-	167051	LOC167051
-	167052	LOC167052
-	167053	LOC167053
-	167054	LOC167054
-	167055	LOC167055
-	167056	LOC167056
-	167057	LOC167057
-	167058	LOC167058
-	167059	LOC167059
-	167060	LOC167060
-	167061	LOC167061
-	167062	LOC167062
-	167063	LOC167063
-	167064	LOC167064
-	167065	LOC167065
-	167066	LOC167066
-	167067	LOC167067
-	167068	LOC167068
-	167069	LOC167069
-	167070	LOC167070
-	167071	LOC167071
-	167072	LOC167072
-	167073	LOC167073
-	167074	LOC167074
-	167075	LOC167075
345456	167076	LOC167076
-	167077	LOC167077
-	167078	LOC167078
-	167079	LOC167079
-	167080	LOC167080
-	167081	LOC167081
-	167082	LOC167082
-	167083	LOC167083
-	167084	LOC167084
-	167085	LOC167085
-	167086	LOC167086
-	167087	LOC167087
-	167088	LOC167088
-	167089	LOC167089
-	167090	LOC167090
-	167091	LOC167091
-	167092	LOC167092
-	167093	LOC167093
-	167094	LOC167094
-	167095	LOC167095
-	167096	LOC167096
-	167097	LOC167097
-	167098	LOC167098
-	167099	LOC167099
-	167100	LOC167100
-	167101	LOC167101
-	167102	LOC167102
-	167103	LOC167103
-	167104	LOC167104
-	167105	LOC167105
-	167106	LOC167106
-	167107	LOC167107
-	167108	LOC167108
-	167109	LOC167109
-	167110	LOC167110
-	167111	LOC167111
-	167112	LOC167112
-	167113	LOC167113
-	167114	LOC167114
-	167115	LOC167115
-	167116	LOC167116
-	167117	LOC167117
-	167118	LOC167118
-	167119	LOC167119
-	167120	LOC167120
-	167121	LOC167121
-	167122	LOC167122
-	167123	LOC167123
-	167124	LOC167124
-	167125	LOC167125
-	167126	LOC167126
-	167128	LOC167128
-	167129	LOC167129
-	167130	LOC167130
-	167131	LOC167131
-	167132	LOC167132
-	167133	LOC167133
-	167134	LOC167134
-	167135	LOC167135
-	167136	LOC167136
-	167137	LOC167137
-	167138	LOC167138
-	167139	LOC167139
-	167140	LOC167140
-	167141	LOC167141
-	167142	LOC167142
-	167143	LOC167143
-	167144	LOC167144
-	167145	LOC167145
-	167146	LOC167146
-	167147	LOC167147
-	167148	LOC167148
-	167149	LOC167149
-	167150	LOC167150
-	167151	LOC167151
-	167152	LOC167152
-	167154	LOC167154
-	167155	LOC167155
-	167156	LOC167156
-	167157	LOC167157
-	167158	LOC167158
-	167159	LOC167159
-	167160	LOC167160
-	167161	LOC167161
-	167162	LOC167162
-	167163	LOC167163
-	167164	LOC167164
-	167165	LOC167165
-	167166	LOC167166
-	167167	LOC167167
-	167168	LOC167168
-	167169	LOC167169
-	167170	LOC167170
-	167171	LOC167171
-	167172	LOC167172
-	167173	LOC167173
-	167174	LOC167174
-	167175	LOC167175
-	167176	LOC167176
-	167177	LOC167177
-	167178	LOC167178
-	167179	LOC167179
-	167180	LOC167180
-	167181	LOC167181
-	167182	LOC167182
-	167183	LOC167183
-	167184	LOC167184
-	167185	LOC167185
-	167186	LOC167186
-	167187	LOC167187
-	167188	LOC167188
-	167189	LOC167189
-	167190	LOC167190
-	167191	LOC167191
-	167192	LOC167192
-	167193	LOC167193
-	167194	LOC167194
-	167195	LOC167195
-	167196	LOC167196
-	167197	LOC167197
-	167198	LOC167198
-	167199	LOC167199
-	167200	LOC167200
-	167201	LOC167201
-	167202	LOC167202
-	167203	LOC167203
-	167204	LOC167204
-	167205	LOC167205
-	167206	LOC167206
-	167207	LOC167207
-	167208	LOC167208
-	167209	LOC167209
-	167210	LOC167210
-	167211	LOC167211
-	167212	LOC167212
-	167213	LOC167213
-	167214	LOC167214
-	167215	LOC167215
-	167216	LOC167216
-	167217	LOC167217
-	167218	LOC167218
-	167219	LOC167219
-	167220	LOC167220
-	167221	LOC167221
-	167222	LOC167222
-	167223	LOC167223
-	167224	LOC167224
-	167225	LOC167225
-	167226	LOC167226
-	167228	LOC167228
728979	167229	LOC167229
-	167230	LOC167230
-	167231	LOC167231
-	167232	LOC167232
-	167233	LOC167233
-	167234	LOC167234
-	167235	LOC167235
-	167236	LOC167236
-	167237	LOC167237
-	167238	LOC167238
-	167239	LOC167239
-	167240	LOC167240
-	167241	LOC167241
-	167242	LOC167242
-	167243	LOC167243
-	167244	LOC167244
-	167245	LOC167245
-	167246	LOC167246
-	167247	LOC167247
-	167248	LOC167248
-	167249	LOC167249
-	167250	LOC167250
-	167251	LOC167251
-	167252	LOC167252
-	167253	LOC167253
-	167254	LOC167254
-	167255	LOC167255
-	167256	LOC167256
-	167257	LOC167257
-	167258	LOC167258
-	167259	LOC167259
-	167260	LOC167260
-	167261	LOC167261
-	167262	LOC167262
-	167263	LOC167263
-	167264	LOC167264
-	167265	LOC167265
-	167266	LOC167266
-	167267	LOC167267
-	167268	LOC167268
-	167269	LOC167269
-	167270	LOC167270
-	167271	LOC167271
-	167272	LOC167272
-	167273	LOC167273
-	167274	LOC167274
-	167275	LOC167275
-	167276	LOC167276
-	167277	LOC167277
-	167278	LOC167278
-	167279	LOC167279
-	167280	LOC167280
-	167281	LOC167281
-	167282	LOC167282
-	167283	LOC167283
-	167284	LOC167284
-	167285	LOC167285
-	167286	LOC167286
-	167287	LOC167287
-	167288	LOC167288
-	167289	LOC167289
-	167290	LOC167290
-	167291	LOC167291
-	167292	LOC167292
-	167293	LOC167293
-	167294	LOC167294
-	167295	LOC167295
-	167296	LOC167296
-	167297	LOC167297
-	167298	LOC167298
-	167299	LOC167299
-	167300	LOC167300
-	167301	LOC167301
-	167302	LOC167302
-	167303	LOC167303
-	167304	LOC167304
-	167305	LOC167305
-	167306	LOC167306
-	167307	LOC167307
-	167308	LOC167308
-	167309	LOC167309
-	167310	LOC167310
-	167311	LOC167311
-	167312	LOC167312
-	167313	LOC167313
-	167314	LOC167314
-	167315	LOC167315
-	167316	LOC167316
-	167317	LOC167317
-	167318	LOC167318
-	167319	LOC167319
-	167320	LOC167320
-	167321	LOC167321
-	167322	LOC167322
-	167323	LOC167323
-	167324	LOC167324
-	167325	LOC167325
-	167326	LOC167326
-	167327	LOC167327
-	167328	LOC167328
-	167329	LOC167329
-	167330	LOC167330
-	167331	LOC167331
-	167332	LOC167332
-	167333	LOC167333
-	167334	LOC167334
-	167335	LOC167335
-	167336	LOC167336
-	167337	LOC167337
-	167338	LOC167338
-	167339	LOC167339
-	167340	LOC167340
-	167341	LOC167341
-	167342	LOC167342
-	167343	LOC167343
-	167344	LOC167344
-	167345	LOC167345
-	167346	LOC167346
-	167347	LOC167347
-	167348	LOC167348
-	167349	LOC167349
-	167350	LOC167350
-	167351	LOC167351
-	167352	LOC167352
-	167353	LOC167353
-	167354	LOC167354
-	167355	LOC167355
-	167356	LOC167356
-	167357	LOC167357
-	167358	LOC167358
-	167360	LOC167360
-	167361	LOC167361
-	167362	LOC167362
-	167363	LOC167363
-	167364	LOC167364
-	167365	LOC167365
-	167366	LOC167366
-	167367	LOC167367
-	167368	LOC167368
-	167369	LOC167369
-	167370	LOC167370
170690	167371	LOC167371
-	167372	LOC167372
-	167373	LOC167373
-	167374	LOC167374
-	167375	LOC167375
-	167376	LOC167376
-	167377	LOC167377
-	167378	LOC167378
-	167379	LOC167379
-	167380	LOC167380
-	167381	LOC167381
-	167382	LOC167382
-	167383	LOC167383
-	167384	LOC167384
-	167385	LOC167385
-	167386	LOC167386
-	167387	LOC167387
-	167388	LOC167388
-	167389	LOC167389
-	167390	LOC167390
-	167391	LOC167391
-	167392	LOC167392
-	167393	LOC167393
-	167394	LOC167394
-	167395	LOC167395
-	167396	LOC167396
-	167397	LOC167397
-	167398	LOC167398
-	167399	LOC167399
-	167400	LOC167400
-	167401	LOC167401
-	167402	LOC167402
-	167403	LOC167403
-	167404	LOC167404
-	167405	LOC167405
-	167406	LOC167406
-	167407	LOC167407
-	167408	LOC167408
-	167409	LOC167409
-	167411	LOC167411
-	167412	LOC167412
-	167413	LOC167413
-	167414	LOC167414
-	167415	LOC167415
-	167416	LOC167416
-	167417	LOC167417
-	167418	LOC167418
-	167419	LOC167419
-	167420	LOC167420
-	167421	LOC167421
-	167422	LOC167422
-	167423	LOC167423
-	167424	LOC167424
-	167425	LOC167425
-	167426	LOC167426
-	167427	LOC167427
-	167428	LOC167428
-	167429	LOC167429
-	167430	LOC167430
-	167431	LOC167431
-	167432	LOC167432
-	167433	LOC167433
-	167434	LOC167434
-	167435	LOC167435
-	167436	LOC167436
-	167437	LOC167437
-	167438	LOC167438
-	167439	LOC167439
-	167440	LOC167440
-	167441	LOC167441
-	167442	LOC167442
-	167443	LOC167443
-	167444	LOC167444
-	167445	LOC167445
-	167446	LOC167446
-	167447	LOC167447
-	167448	LOC167448
-	167449	LOC167449
-	167450	LOC167450
-	167451	LOC167451
-	167452	LOC167452
-	167453	LOC167453
-	167454	LOC167454
-	167455	LOC167455
-	167456	LOC167456
-	167457	LOC167457
-	167458	LOC167458
79628	167459	LOC167459
-	167460	LOC167460
-	167461	LOC167461
-	167462	LOC167462
-	167463	LOC167463
-	167464	LOC167464
-	167466	LOC167466
-	167467	LOC167467
-	167468	LOC167468
-	167469	LOC167469
-	167470	LOC167470
-	167471	LOC167471
-	167472	LOC167472
-	167473	LOC167473
-	167474	LOC167474
-	167475	LOC167475
-	167476	LOC167476
-	167477	LOC167477
-	167478	LOC167478
-	167479	LOC167479
-	167480	LOC167480
-	167481	LOC167481
-	167482	LOC167482
-	167483	LOC167483
-	167484	LOC167484
-	167485	LOC167485
-	167486	LOC167486
-	167487	LOC167487
-	167488	LOC167488
-	167489	LOC167489
-	167490	LOC167490
-	167491	LOC167491
-	167492	LOC167492
-	167493	LOC167493
-	167494	LOC167494
-	167495	LOC167495
-	167496	LOC167496
-	167497	LOC167497
-	167498	LOC167498
-	167499	LOC167499
-	167500	LOC167500
-	167501	LOC167501
-	167502	LOC167502
-	167503	LOC167503
-	167504	LOC167504
-	167505	LOC167505
-	167506	LOC167506
-	167507	LOC167507
-	167508	LOC167508
-	167509	LOC167509
-	167510	LOC167510
-	167511	LOC167511
-	167512	LOC167512
-	167513	LOC167513
-	167514	LOC167514
-	167515	LOC167515
-	167516	LOC167516
-	167517	LOC167517
-	167518	LOC167518
-	167519	LOC167519
-	167520	LOC167520
-	167521	LOC167521
-	167522	LOC167522
-	167523	LOC167523
-	167524	LOC167524
-	167525	LOC167525
-	167526	LOC167526
-	167527	LOC167527
-	167528	LOC167528
-	167529	LOC167529
-	167530	LOC167530
-	167531	LOC167531
-	167532	LOC167532
-	167533	LOC167533
-	167534	LOC167534
-	167535	LOC167535
-	167536	LOC167536
-	167537	LOC167537
-	167538	LOC167538
-	167539	LOC167539
-	167540	LOC167540
-	167541	LOC167541
-	167542	LOC167542
-	167543	LOC167543
-	167544	LOC167544
-	167545	LOC167545
-	167546	LOC167546
-	167547	LOC167547
-	167548	LOC167548
-	167549	LOC167549
-	167550	LOC167550
-	167551	LOC167551
-	167552	LOC167552
-	167553	LOC167553
-	167554	LOC167554
-	167556	LOC167556
-	167557	LOC167557
-	167558	LOC167558
-	167559	LOC167559
-	167560	LOC167560
-	167561	LOC167561
-	167562	LOC167562
-	167563	LOC167563
-	167564	LOC167564
-	167565	LOC167565
-	167566	LOC167566
-	167567	LOC167567
-	167568	LOC167568
-	167569	LOC167569
-	167570	LOC167570
-	167571	LOC167571
-	167572	LOC167572
-	167573	LOC167573
-	167574	LOC167574
-	167575	LOC167575
-	167576	LOC167576
-	167577	LOC167577
-	167578	LOC167578
-	167579	LOC167579
-	167580	LOC167580
-	167581	LOC167581
-	167582	LOC167582
-	167583	LOC167583
-	167584	LOC167584
-	167585	LOC167585
-	167586	LOC167586
-	167587	LOC167587
-	167588	LOC167588
-	167589	LOC167589
-	167590	LOC167590
-	167591	LOC167591
-	167592	LOC167592
-	167593	LOC167593
-	167594	LOC167594
-	167595	LOC167595
-	167596	LOC167596
-	167597	LOC167597
-	167598	LOC167598
-	167599	LOC167599
-	167600	LOC167600
-	167601	LOC167601
-	167602	LOC167602
-	167603	LOC167603
-	167604	LOC167604
-	167605	LOC167605
-	167606	LOC167606
-	167607	LOC167607
-	167608	LOC167608
-	167609	LOC167609
-	167610	LOC167610
-	167611	LOC167611
-	167612	LOC167612
-	167613	LOC167613
-	167614	LOC167614
-	167615	LOC167615
-	167616	LOC167616
-	167617	LOC167617
-	167618	LOC167618
-	167619	LOC167619
-	167620	LOC167620
-	167621	LOC167621
-	167622	LOC167622
-	167623	LOC167623
-	167624	LOC167624
-	167625	LOC167625
-	167626	LOC167626
-	167627	LOC167627
-	167628	LOC167628
-	167629	LOC167629
-	167630	LOC167630
-	167631	LOC167631
-	167632	LOC167632
-	167633	LOC167633
-	167634	LOC167634
-	167635	LOC167635
-	167636	LOC167636
-	167637	LOC167637
-	167638	LOC167638
-	167639	LOC167639
-	167640	LOC167640
-	167641	LOC167641
-	167642	LOC167642
-	167643	LOC167643
-	167644	LOC167644
-	167645	LOC167645
-	167646	LOC167646
-	167647	LOC167647
-	167648	LOC167648
-	167649	LOC167649
-	167650	LOC167650
-	167651	LOC167651
-	167652	LOC167652
-	167653	LOC167653
-	167654	LOC167654
-	167655	LOC167655
-	167656	LOC167656
-	167657	LOC167657
-	167658	LOC167658
-	167659	LOC167659
-	167660	LOC167660
-	167661	LOC167661
-	167662	LOC167662
-	167663	LOC167663
-	167664	LOC167664
-	167665	LOC167665
-	167666	LOC167666
-	167667	LOC167667
-	167668	LOC167668
-	167669	LOC167669
-	167670	LOC167670
-	167671	LOC167671
-	167672	LOC167672
-	167673	LOC167673
-	167674	LOC167674
-	167675	LOC167675
-	167676	LOC167676
-	167677	LOC167677
-	167678	LOC167678
-	167679	LOC167679
-	167680	LOC167680
-	167682	LOC167682
-	167683	LOC167683
-	167684	LOC167684
-	167685	LOC167685
-	167686	LOC167686
-	167687	LOC167687
-	167688	LOC167688
-	167689	LOC167689
-	167690	LOC167690
-	167692	LOC167692
-	167693	LOC167693
-	167694	LOC167694
-	167695	LOC167695
-	167696	LOC167696
-	167697	LOC167697
-	167698	LOC167698
-	167699	LOC167699
-	167700	LOC167700
-	167701	LOC167701
-	167702	LOC167702
-	167703	LOC167703
-	167704	LOC167704
-	167705	LOC167705
-	167706	LOC167706
-	167707	LOC167707
-	167708	LOC167708
-	167709	LOC167709
-	167710	LOC167710
-	167711	LOC167711
-	167712	LOC167712
-	167713	LOC167713
-	167714	LOC167714
-	167715	LOC167715
-	167716	LOC167716
-	167717	LOC167717
-	167718	LOC167718
-	167719	LOC167719
-	167720	LOC167720
-	167721	LOC167721
-	167722	LOC167722
-	167723	LOC167723
-	167724	LOC167724
-	167725	LOC167725
-	167726	LOC167726
-	167727	LOC167727
-	167728	LOC167728
-	167729	LOC167729
-	167730	LOC167730
-	167731	LOC167731
-	167732	LOC167732
-	167733	LOC167733
-	167734	LOC167734
-	167735	LOC167735
-	167736	LOC167736
-	167737	LOC167737
-	167738	LOC167738
-	167739	LOC167739
-	167740	LOC167740
-	167741	LOC167741
-	167742	LOC167742
-	167743	LOC167743
-	167744	LOC167744
-	167745	LOC167745
-	167746	LOC167746
-	167747	LOC167747
-	167748	LOC167748
-	167749	LOC167749
-	167750	LOC167750
-	167751	LOC167751
-	167752	LOC167752
-	167753	LOC167753
-	167754	LOC167754
-	167755	LOC167755
-	167756	LOC167756
-	167757	LOC167757
-	167758	LOC167758
-	167759	LOC167759
-	167760	LOC167760
-	167761	LOC167761
-	167762	LOC167762
-	167763	LOC167763
-	167764	LOC167764
-	167765	LOC167765
-	167766	LOC167766
-	167767	LOC167767
-	167768	LOC167768
-	167769	LOC167769
-	167770	LOC167770
-	167771	LOC167771
-	167772	LOC167772
-	167773	LOC167773
-	167774	LOC167774
-	167775	LOC167775
-	167776	LOC167776
-	167777	LOC167777
-	167778	LOC167778
-	167779	LOC167779
-	167780	LOC167780
-	167781	LOC167781
-	167782	LOC167782
-	167783	LOC167783
-	167784	LOC167784
-	167785	LOC167785
-	167786	LOC167786
-	167787	LOC167787
-	167788	LOC167788
-	167789	LOC167789
-	167790	LOC167790
-	167791	LOC167791
-	167792	LOC167792
-	167793	LOC167793
-	167794	LOC167794
-	167795	LOC167795
-	167796	LOC167796
-	167797	LOC167797
-	167798	LOC167798
-	167799	LOC167799
-	167800	LOC167800
-	167801	LOC167801
-	167802	LOC167802
-	167803	LOC167803
-	167804	LOC167804
-	167805	LOC167805
-	167806	LOC167806
